insee;X;Y;Weight;obs;pred;random
117.17;-117.844762;33.899798;1;0.0119;0.00207679749076376;4
626.43;-117.837696;33.602135;1;-0.0263;0.0162374781614529;6
1102.01;-118.006629;33.83548;1;-0.0182;0.00767538040455661;6
320.59;-117.642822;33.553518;1;0.0109;0.00803732282856383;7
1943;-118.386269;34.093554;1;-0.0619;0.00302393878461203;1
626.48;-117.745;33.6036;1;-0.002;0.0062298523306917;10
630.07;-117.868775;33.634591;1;-0.008;0.0151500717230188;1
7003;-118.372;34.088;1;0.0227;0.0019713503998303;1
8002.03;-118.697007;34.156481;1;0.006;0.00782758850309826;10
7030.02;-118.369746;33.994045;1;-0.0212;0.013040475080208;9
320.39;-117.654423;33.568395;1;-0.0346;0.0063550150786356;5
4026;-117.750433;34.071026;1;0.0334;0.00450209528870144;2
743;-117.860931;33.717529;1;-0.0845;0.00276875453616368;8
3009.01;-118.206521;34.182624;1;0.0843;0.0236993456978819;7
1064.03;-118.438512;34.30326;1;0.0129;0.00312606857583613;2
76.09;-118.886556;34.264392;1;0.009;0.0161877621944359;1
5351.01;-118.254606;33.960799;1;-0.0305;-0.0248374612187773;9
8003.32;-118.784593;34.15836;1;0.01;0.003468254153555;6
320.23;-117.579196;33.458456;1;0.004;0.0106457359261177;4
320.28;-117.669764;33.620721;1;0.0188;0.000308696721411091;1
997.02;-117.994425;33.738365;1;-0.0481;-0.0147037763584896;10
525.02;-117.820563;33.720978;1;0.006;0.0116067197768413;10
4002.04;-117.743835;34.126063;1;0.0478;0.0197274053068308;3
5705.02;-118.171655;33.869836;1;0.002;-0.00693463787214218;3
5712;-118.137861;33.833067;1;-0.0471;0.000950801958135996;9
17;-119.208807;34.2807;1;0.004;0.0143811743241539;5
320.43;-117.567422;33.619618;1;-0.0101;0.0230985325546349;6
15.03;-117.913687;33.911366;1;-0.0856;0.00058251566240339;8
4078.02;-117.93095;34.032307;1;-0.0513;0.000651096221457597;9
75.08;-118.842307;34.222112;1;0.003;-0.00335240139143811;5
524.24;-117.68;33.6421;1;0.0188;0.00131262189589578;2
6010.02;-118.348;33.9597;1;0.0658;0.00144435062085589;1
75.08;-118.842419;34.217731;1;0.0266;-7.21046055065892e-05;8
1873;-118.254696;34.10316;1;-0.0131;-0.00693022485437527;1
4033.23;-117.820993;33.995403;1;0.0516;0.0101873211311112;2
423.07;-117.684355;33.59848;1;0.0344;0.0201665881809249;7
4614;-118.120269;34.17031;1;0.0926;-0.00190675121780735;8
320.46;-117.580188;33.568834;1;-0.0121;0.00771922333390187;3
4310.01;-118.013;34.1499;1;0.0198;0.00279884325656386;1
1832.21;-118.191072;34.121595;1;-0.112;-0.00188771214803741;3
218.29;-117.775211;33.878074;1;0.0488;-0.00314316297465971;3
4811.03;-118.098235;34.090673;1;-0.0356;0.00471863601841325;8
626.34;-117.71845;33.591225;1;0.0516;0.00591232992823962;6
4006.03;-117.917;34.1412;1;0.0109;0.00495687823714426;9
525.26;-117.780645;33.696169;1;0.0917;0.00670515717999507;7
1103.04;-118.025889;33.841296;1;0.0286;0.00620433104922448;10
9203.26;-118.574767;34.386231;1;0.0898;-0.00320546570417084;6
6704.05;-118.373944;33.760498;1;0.0545;0.00900747155038932;7
76.12;-118.90243;34.274917;1;0.007;0.00805764010486451;2
30.1;-119.183404;34.225803;1;-0.0346;0.00520229491780475;3
626.42;-117.870621;33.604405;1;0.0516;0.014273829221983;8
8003.25;-118.808;34.1456;1;-0.0513;-0.00166504354333477;10
992.24;-117.970741;33.723404;1;0.002;0.00490456834155468;2
6025.08;-118.339297;33.914591;1;0.0276;0.00712728951819735;7
9200.15;-118.527016;34.468538;1;-0.0315;0.00548017778512258;5
4012.03;-117.853944;34.116488;1;-0.0315;0.00340468017540677;3
83.02;-118.676;34.2739;1;0.005;0.000585854595325964;4
9104.01;-118.164196;34.561268;1;0.0411;0.000121948517524107;5
16.02;-119.222237;34.273658;1;-0.0182;0.00232568346587267;5
1320.02;-118.512523;34.198859;1;-0.0408;-0.00273816184249586;7
5433.06;-118.252;33.8321;1;-0.0534;0.000180981263754496;5
6700.01;-118.309851;33.801458;1;-0.0161;-0.000670342395925478;4
639.05;-117.908946;33.665049;1;-0.0151;0.00434956477830974;2
1412.02;-118.44;34.1478;1;-0.0523;0.0180805906742898;9
7008.02;-118.383;34.0678;1;0.0296;0.0167427492486335;5
5021;-118.05902;33.971059;1;0.009;-0.00688305730885595;3
422.03;-117.657;33.4912;1;-0.0315;0.0106907427837937;7
525.17;-117.774099;33.669605;1;0.009;0.000947706636974322;3
320.48;-117.640111;33.655585;1;0.0334;0.0038906204292616;2
1893;-118.31255;34.117118;1;-0.008;0.0116239491042244;3
5768.02;-118.159;33.7743;1;-0.0233;0.00421598426826941;6
9003;-118.075788;34.695693;1;0.0276;-0.0048427952149525;7
5705.02;-118.16899;33.863068;1;0.0334;0.00422043073509713;1
9010.1;-118.193549;34.673198;1;-0.0502;-0.0232638081590625;8
5736.01;-118.125592;33.821579;1;0.0119;0.0032193377755319;1
9108.1;-118.388293;34.439907;1;0.0198;0.0163532552893555;5
5033.02;-118.019785;33.936397;1;0.008;0.00517163471372019;1
1106.04;-117.992844;33.888246;1;-0.007;0.00598643431112834;10
320.41;-117.588101;33.679961;1;0.0383;0.0289527715811641;1
1815;-118.186004;34.131329;1;0.0516;0.00160783518246283;3
1133.21;-118.585;34.2563;1;0.0334;0.0130841743000165;7
117.11;-117.869402;33.883221;1;0.0247;0.0150155283320906;9
2117.04;-118.312;34.0629;1;0.0686;0.0102477337307527;6
1201.07;-118.456844;34.226076;1;0.0507;0.00369633034574402;1
5026.02;-118.098597;33.96748;1;-0.0151;0.0081881559128944;7
6212.01;-118.384;33.8433;1;-0.0202;0.00621135177860974;9
4636.02;-118.142374;34.137273;1;-0.1912;0.0032021142298438;2
1370;-118.636573;34.171598;1;0.01;-0.00332275796023862;3
5715.03;-118.164361;33.85109;1;-0.0598;0.0051456140624435;6
626.42;-117.863201;33.607441;1;0.0129;0.0137395974491556;8
2679.01;-118.412;34.0567;1;0.003;0.0235947961806475;2
9102.01;-118.128249;34.611678;1;-0.002;-0.000657090235815242;4
626.39;-117.728888;33.558939;1;-0.0131;0.00854591332563205;3
218.02;-117.816818;33.890742;1;0.1249;0.0095183015976709;2
626.41;-117.734;33.603;1;-0.0566;0.00523394464699109;10
17.04;-117.963428;33.883516;1;0.0159;0.0141718550779901;7
1237;-118.405143;34.189195;1;0.0305;0.00892483985118697;9
7009.01;-118.389;34.0632;1;-0.006;-0.00100389932231605;8
2037.1;-118.200952;34.051237;1;-0.009;0.0239372068342123;2
2073.01;-118.247;34.0507;1;-0.0294;-0.00686865523117309;10
1288.02;-118.454025;34.167333;1;0.0344;0.0170955317976626;5
7003;-118.372;34.0864;1;0.0383;0.002527001877939;6
1133.22;-118.572425;34.250641;1;-0.0747;-0.000525716520679846;7
1329;-118.532722;34.184805;1;-0.0672;-0.00657633210347799;3
5506.01;-118.119477;33.968215;1;-0.0294;-0.0043142810719899;7
4617;-118.16521;34.170448;1;0.0276;0.0293577794802195;1
320.59;-117.638342;33.556073;1;0.0257;0.0086756313327778;8
75.09;-118.826704;34.206275;1;0.0169;0.0130179634043199;8
2264.1;-118.262987;34.024261;1;-0.0202;0.00038137369684155;10
3118.02;-118.311515;34.1711;1;0.0247;-0.00929706660734045;2
2674.04;-118.462129;34.045629;1;-0.0834;0.00904883636638511;7
7012.01;-118.49;34.0365;1;-0.002;0.00603557622933875;1
4050.02;-117.947883;34.10223;1;0.0344;0.00591130875113853;4
1436.02;-118.378837;34.145131;1;0.0611;0.0137994484903883;6
1236.02;-118.428976;34.181054;1;0.1044;0.00452607535182055;2
4600;-118.075917;34.16698;1;-0.0336;0.0128554787833723;2
4615.02;-118.144295;34.180062;1;0.124;0.0379782782407069;6
9005.04;-118.1089;34.670022;1;0.045;-0.00466745272325992;7
4034.04;-117.857171;34.02375;1;-0.001;0.0117894154254648;8
218.24;-117.761888;33.90514;1;-0.0294;-0.00356513499074681;5
992.51;-117.949449;33.704171;1;0.01;0.00646088264055616;1
2199.01;-118.358526;34.029137;1;-0.0672;-0.00103774308539336;9
1154.04;-118.54339;34.221676;1;-0.0161;-0.00401160220367154;4
996.04;-118.015849;33.740581;1;-0.008;0.00865675256979009;6
2766.03;-118.437;33.9544;1;0.0276;0.00322794179302686;2
422.01;-117.659396;33.458098;1;0.001;0.0107245023265235;5
320.3;-117.666937;33.634107;1;0.0507;0.0168683388129723;9
993.05;-117.994573;33.674671;1;-0.0998;-0.00856826678937593;10
218.3;-117.761285;33.876531;1;-0.0398;0.00246560525312537;8
5707.02;-118.15656;33.851099;1;-0.0845;0.00293141820262319;2
626.44;-117.848002;33.611501;1;-0.0367;0.0193096310634116;2
5776.04;-118.115692;33.759602;1;-0.1233;0.00328219722766802;5
755.05;-117.83;33.7402;1;-0.0202;0.00374662422499883;5
5037.03;-117.982567;33.90342;1;-0.1278;0.0120052541519122;1
2654.2;-118.455306;34.068824;1;-0.0987;0.0031636928911594;6
2690;-118.403;34.0554;1;-0.0598;0.00558583579915339;1
992.44;-117.975786;33.664224;1;0.044;0.00589342935232564;8
2373;-118.305568;33.982065;1;0.0227;0.0187548024948119;5
4808.02;-118.158522;34.080458;1;0.1476;0.00734730492960036;5
5035.01;-118.008697;33.938177;1;-0.003;0.0052740451078934;9
1397.01;-118.485403;34.158308;1;-0.0141;0.0111448103347746;4
74.02;-118.787716;34.185606;1;0.009;0.0122785655626637;9
761.02;-117.895906;33.790123;1;-0.003;-0.0214012347999278;1
993.07;-117.990475;33.658788;1;-0.0161;0.0113411202062844;3
9102.1;-118.19731;34.615357;1;0.0149;-0.0084485300203544;2
5435.02;-118.291;33.8431;1;-0.0576;0.000158983980619708;9
5717.03;-118.191749;33.846456;1;0.006;0.0207360201105714;6
9201.16;-118.634692;34.486369;1;0.0129;0.00133209396239897;1
6212.01;-118.383895;33.854864;1;-0.0294;0.00923341267042543;8
6206.01;-118.364994;33.866832;1;0.0208;0.0103339107777751;5
761.01;-117.87026;33.788638;1;0;0.00760963915252029;1
524.24;-117.6809;33.639692;1;0.0139;6.98582794304577e-06;4
4823.03;-118.096005;34.069619;1;0.1053;0.023816962110127;3
5;-119.078175;34.338374;1;-0.0356;0.00235495413057652;5
1998;-118.205164;34.070896;1;-0.0888;-0.0267241643672167;3
880.02;-117.970326;33.793229;1;0.0421;0.00441762759609265;6
117.09;-117.86133;33.906511;1;-0.0151;0.00710737335389287;2
755.15;-117.81024;33.694443;1;0.0218;0.00743520491998583;3
9303.01;-117.652146;34.359947;1;-0.0387;0.0131219894239525;10
6203.05;-118.411013;33.892597;1;0.0237;0.0130911293901935;4
999.04;-118.00223;33.768561;1;-0.0534;-0.00126566283787875;6
5700.03;-118.137691;33.864686;1;0.0488;0.00791622460401824;3
6016;-118.363578;33.936444;1;0.006;-0.00156820362533492;1
1411.01;-118.427755;34.155114;1;0.1328;-0.00163538958703847;5
9104.04;-118.117791;34.563128;1;0.0266;-0.00380061123136657;10
626.04;-117.830194;33.62848;1;0.0334;0.0152287819166084;4
8003.32;-118.761;34.1559;1;0.0119;-0.00114492626076476;5
6514.02;-118.346614;33.793187;1;-0.001;0.00803613376729228;8
5739.02;-118.073553;33.815932;1;0.1964;0.015860640649686;9
5427;-118.231572;33.898167;1;0.004;-0.020310541964943;7
7006;-118.398796;34.100231;1;0.0714;0.0055787302870776;8
757.02;-117.812307;33.757889;1;-0.0284;0.0138225287199287;10
626.35;-117.737604;33.603011;1;0.0227;0.0113045686157252;1
17.06;-117.939654;33.893889;1;-0.0555;-0.00784299609462599;8
1061.12;-118.418;34.3191;1;0.0392;-0.00118899513614329;4
2110;-118.342327;34.064321;1;0.0139;-0.00600494854885011;2
2379;-118.307253;33.973868;1;-0.0523;-0.00253701968415585;8
5523.02;-118.056293;33.90313;1;-0.0171;0.00493975417417897;4
75.09;-118.83225;34.211292;1;0.0373;0.00129633640820091;7
4636.01;-118.137842;34.141878;1;-0.0367;0.000488480985580126;8
2325;-118.310973;33.99352;1;0.077;0.00914034267672667;8
5361.02;-118.163945;33.940258;1;-0.0305;0.014298424387245;4
994.08;-118.034737;33.721043;1;-0.1416;0.0131404734386942;5
884.03;-117.911568;33.795206;1;0.108;0.00744896179250646;5
1835.1;-118.202515;34.115667;1;0.0354;-0.000535596875845444;10
4077.01;-117.936154;34.01413;1;-0.0866;-0.00159089974739622;9
2932.01;-118.305905;33.832195;1;0.0305;0.00663252180981032;1
626.04;-117.770544;33.647762;1;0.0497;0.0144988694777299;2
1416;-118.461027;34.132411;1;-0.0834;0.00614715210095227;4
74.02;-118.819704;34.192647;1;-0.0171;0.0123257734675791;6
85;-118.721914;34.284662;1;0.1781;-0.00074126954198634;6
869.02;-117.997562;33.82602;1;0.006;0.00650985836547776;5
863.04;-117.878746;33.834273;1;0.001;0.0095632268897862;1
888.01;-117.967407;33.767208;1;0.0816;0.0134336161930386;2
2077.1;-118.261;34.0458;1;0.0247;0.00209636538621912;10
2976.02;-118.288577;33.718655;1;-0.0141;-0.00241341461429701;9
1380;-118.600056;34.144641;1;0;0.0101041959258734;1
9200.35;-118.464605;34.42703;1;0.006;0.000479921222031985;6
1231.04;-118.364;34.1864;1;0.0383;0.00353092585069179;1
2146;-118.362;34.074;1;-0.0704;0.00726331238439672;3
2360;-118.374;34.0211;1;0.0178;-0.00105646991269041;4
4021.01;-117.738384;34.081153;1;-0.044;-0.0222439272763267;4
5738;-118.094042;33.826523;1;0.0276;0.0175639478052388;3
2402;-118.27131;33.956675;1;0.1124;0.0259192965868658;3
218.29;-117.777062;33.877;1;0.0178;-0.00908251583437146;3
320.46;-117.585809;33.587307;1;0.003;0.00828593805220019;9
4071.01;-117.968165;34.048693;1;-0.0523;-0.00776606671460222;10
4070.01;-117.977689;34.058458;1;0.0411;-4.46211441743774e-06;1
2148;-118.371412;34.066703;1;0.0935;-0.00930009389903533;2
6704.16;-118.412847;33.760702;1;0.0392;0.0266986776453949;7
423.15;-117.683691;33.537657;1;0.0392;0.0141312068317971;10
9005.06;-118.096;34.6865;1;-0.046;0.00637299372710752;5
3.04;-118.927416;34.407821;1;0.0227;0.002325294942408;4
1288.01;-118.464;34.1663;1;-0.1324;0.00641618399000529;5
9203.26;-118.573163;34.390078;1;0.0188;0.00752395408680867;9
524.18;-117.759595;33.683319;1;0.003;0.00144505513028254;3
1082.02;-118.574737;34.29343;1;-0.004;0.0237026377306628;10
320.47;-117.647069;33.657428;1;0.004;0.00586910713791587;9
4003.04;-117.80009;34.114202;1;0.0834;0.00800977450434037;8
1100.03;-118.026389;33.783969;1;-0.0131;0.00287483760045495;1
50.04;-119.173165;34.244823;1;0.005;0.00949739000457509;4
1247;-118.414;34.1593;1;-0.0587;0.00659081474321749;9
1271.02;-118.446;34.203;1;0.0305;0.000421085277792907;7
2281;-118.244554;34.012222;1;0.001;0.00839818917984568;7
626.45;-117.833774;33.608598;1;-0.044;0.00631462236545113;3
891.02;-117.907114;33.760352;1;-0.007;0.00777609553158011;8
1344.21;-118.651541;34.198598;1;0.0344;0.00116435177987125;9
2427;-118.242416;33.930075;1;-0.0151;-0.000110855515990501;8
5717.04;-118.187013;33.846467;1;0.0198;0.00674534527507891;7
9201.08;-118.556701;34.461517;1;-0.001;0.00807123959902417;8
9005.04;-118.074105;34.664716;1;0.0411;0.0147538561296305;5
877.04;-117.954347;33.813268;1;-0.0481;0.00831391727392275;9
2146;-118.365244;34.073724;1;0.198;0.0193069019449278;7
5307;-118.186236;34.057958;1;-0.1381;-0.027743423777301;1
626.32;-117.776492;33.54263;1;0.0276;-0.00644651121038823;4
636.03;-117.934;33.6245;1;-0.0629;0.000368742812849323;9
4605.02;-118.203303;34.210313;1;0.1432;0.0271083944575915;2
5741;-118.12918;33.817465;1;0.1424;0.00948477925449282;3
2091.02;-118.266;34.0531;1;0.0227;0.00223299735236858;8
6702.02;-118.358872;33.783865;1;0.1293;0.0201644841769311;3
4081.33;-117.910031;34.027431;1;-0.0111;0.00766625638450829;3
9010.11;-118.173067;34.674591;1;-0.0151;0.00963214263306836;10
1352.03;-118.646548;34.189314;1;-0.0161;0.001815646862376;8
5732.02;-118.181642;33.796527;1;-0.0429;-0.0218557783496619;9
525.11;-117.803179;33.682809;1;-0.006;0.00209636907844312;10
524.28;-117.62796;33.682314;1;-0.0192;-0.0146490288752685;9
1272.1;-118.459;34.2018;1;-0.0576;0.00222810231602005;3
320.59;-117.643842;33.550852;1;-0.005;0.00810743956347259;5
9006.05;-118.077967;34.6966;1;-0.003;-0.0038371249175865;2
112;-117.938992;33.874353;1;0.0178;0.00546169318609994;8
4027.05;-117.727668;34.068608;1;-0.005;-0.00279052306913317;6
1070.1;-118.447209;34.304875;1;-0.0566;0.00504596537032044;5
4063;-117.883682;34.065132;1;-0.0325;0.0130429969820722;1
75.14;-118.801616;34.25338;1;-0.0305;0.00748638359579353;2
3106.01;-118.326947;34.194524;1;0.0611;-0.000832907969275315;10
4638;-118.174851;34.134867;1;0.0564;0.0101224107396135;5
524.28;-117.624512;33.686404;1;0.009;0.000927083307873935;4
63.01;-118.897039;34.216736;1;-0.0305;0.0202964164630953;6
5720.02;-118.197;33.823;1;0.0208;-0.000198734803893011;7
882.03;-117.961345;33.783755;1;-0.0377;-0.000784101609577695;5
1997;-118.218097;34.070157;1;0.1798;0.0516734019523341;2
1082.02;-118.586159;34.282134;1;0.003;0.0112025949445511;1
2404.01;-118.287172;33.947367;1;0.0159;0.000204245486521056;10
22;-119.299433;34.281563;1;0.0178;0.0093397391830344;6
2186;-118.343438;34.036147;1;0.0639;-0.00389649273131571;9
888.02;-117.982636;33.767107;1;-0.0121;0.00451800390438217;2
423.39;-117.696324;33.490787;1;-0.0161;0.00239450977017988;6
422.05;-117.6339;33.473282;1;0.0392;0.00670542937117434;4
5734.03;-118.162;33.803;1;-0.112;0.00244029643870703;8
4637;-118.162472;34.138548;1;0.0583;0.0294704946470852;6
320.23;-117.600711;33.472091;1;0.0198;0.00911864253364559;10
320.44;-117.584916;33.612226;1;0.0686;0.0128895904003109;1
4033.05;-117.853997;33.977011;1;0.0178;0.00549948120136128;4
4008;-117.892839;34.143751;1;-0.009;0.00929734108684945;4
5552.11;-118.074499;33.824689;1;-0.0294;0.00627951882324559;3
5432.02;-118.224024;33.884951;1;-0.1637;-0.0243882065711215;4
9008.03;-118.151605;34.716789;1;0.0421;-0.00374429645261743;2
320.51;-117.59113;33.646074;1;-0.005;0.0012868616523851;5
1112.06;-118.530046;34.266587;1;0.0266;0.00464096566656247;6
320.2;-117.642244;33.609068;1;0.0392;0.00141296916108183;1
9006.09;-118.103;34.6903;1;0.0373;0.00710417792641741;8
2690;-118.406509;34.03403;1;0.0497;0.0206160362688399;8
1173.02;-118.491837;34.249916;1;-0.0367;-0.00572069701294788;9
2110;-118.321395;34.073248;1;-0.0212;-0.00503604256517806;3
29.01;-119.205431;34.226079;1;-0.0121;0.00969569183295801;2
995.08;-118.045519;33.723837;1;0.0178;0.00131890360342261;7
5711.02;-118.118657;33.834361;1;0.01;-0.00220302607017496;7
1395.02;-118.523829;34.158324;1;-0.0576;-0.00417536957240188;7
4004.04;-117.844175;34.136754;1;0.0334;0.00923881958225164;6
421.11;-117.623646;33.469608;1;0.007;0.013383287455071;7
2766.01;-118.429574;33.9648;1;0.0459;0.0216462853220018;4
75.12;-118.655323;34.259385;1;-0.0315;0.0101015716433811;3
2037.2;-118.202212;34.047815;1;-0.0294;-0.00384412705060216;3
320.3;-117.653103;33.653384;1;0.0149;0.00468323256358474;3
6514.01;-118.332726;33.78763;1;0.1293;0.000205611375948836;6
1439.02;-118.415;34.1462;1;0.002;0.00502290675720845;9
2423;-118.246201;33.952016;1;0.0257;-0.00796618052827832;3
626.2;-117.762414;33.521213;1;0.1319;0.0104941923753349;4
320.42;-117.574795;33.652039;1;0.002;0.00201164100014047;6
1094;-118.457397;34.266483;1;-0.1335;-0.00667106913158449;3
6023.01;-118.367484;33.908843;1;-0.0866;-0.00305619745125495;10
5014;-118.042474;33.984349;1;0.0266;0.00169656305172034;4
320.42;-117.564181;33.655834;1;0.0119;0.00980171522288473;7
755.04;-117.827379;33.757253;1;0.0862;0.00591380951226679;2
219.16;-117.777546;33.841981;1;-0.0367;0.00477982463578719;1
52.05;-119.091176;34.242202;1;-0.0121;0.0172555885614146;10
4086.26;-117.909746;33.984229;1;-0.0315;0.0134462287838289;3
1343.03;-118.616368;34.201901;1;-0.0492;0.00837488279318048;5
8005.06;-118.620112;34.043265;1;-0.1661;-0.0157050033017795;9
1193.2;-118.450882;34.237983;1;-0.0726;0.0110969138018048;2
5716;-118.182947;33.848511;1;0.0109;-0.0231382272726853;10
4800.02;-118.087077;34.125862;1;-0.1779;-0.0128384518777339;10
6207.02;-118.378421;33.86266;1;0.008;0.0145993431566198;10
4024.02;-117.774343;34.050108;1;-0.0683;-0.00236495004197176;4
1254.01;-118.377;34.1614;1;0.0344;0.00682420135777731;9
4004.03;-117.787704;34.132645;1;-0.0377;0.00457463707070627;2
4027.05;-117.728959;34.071397;1;0.0178;0.00628980360613753;3
5327;-118.242839;33.980654;1;-0.1076;-0.0228918791024698;3
5740;-118.1016;33.81111;1;0.0119;-0.0236527076071711;2
4312;-117.993918;34.13015;1;0.0545;-0.0171252339562487;10
2060.1;-118.229917;34.074763;1;-0.1065;-0.028309071840803;7
5750.02;-118.136858;33.784122;1;0.1731;0.0146495231953452;4
4085.04;-117.972;33.9911;1;0.0592;0.00386816709144373;8
2671;-118.421241;34.050081;1;0.1731;0.0092483264108242;2
9012.05;-118.245607;34.649573;1;0.0139;0.0143502457425237;8
9103.02;-118.218308;34.6256;1;0.0373;0.0273662430762229;10
1436.03;-118.375554;34.144648;1;0.0516;-0.0176407900094786;5
52.02;-119.024;34.2454;1;-0.0305;0.00371280717174648;5
5744;-118.103761;33.809556;1;0.0392;0.0183108477305629;3
4300.02;-117.949;34.1393;1;0.0237;0.0102030526017917;1
1434;-118.402513;34.153732;1;0.0149;0.0136758360836328;3
4033.18;-117.761409;34.03021;1;0.0276;-0.00515839729515749;9
9105.02;-118.09338;34.577015;1;0.0363;-0.00336491340235025;5
638.06;-117.925118;33.684369;1;0.01;0.0158006413617949;4
5703.03;-118.188686;33.861089;1;-0.0171;0.0137334961478455;6
5750.01;-118.144626;33.798569;1;0.0159;-0.000451012574544261;1
1111;-118.489588;34.270288;1;0.0276;0.0122566383149586;9
639.03;-117.900177;33.68135;1;0.0602;0.0102960829256247;5
8002.03;-118.646917;34.164144;1;-0.0121;0.0216862604484685;1
2316;-118.295286;34.004787;1;-0.0513;-0.0108164580744103;2
626.39;-117.735;33.5689;1;-0.0233;0.00360098231562473;9
1374.02;-118.617517;34.150315;1;-0.008;0.00292063498873784;7
5039.02;-118.016986;33.898282;1;0.002;-0.00362441162025812;1
320.48;-117.625082;33.651635;1;0.0266;0.0135877427528929;3
1432;-118.366;34.149;1;-0.0263;0.00249043566957732;7
1064.06;-118.45;34.3213;1;0.0411;0.000930933708060689;7
423.2;-117.703;33.5742;1;0.006;0.00155175856544958;1
758.06;-117.842634;33.785726;1;-0.0398;-0.0192643232621117;10
9010.04;-118.202227;34.681325;1;-0.0151;0.00351850528939196;1
8002.04;-118.643;34.1518;1;0.006;-0.00554953921331613;2
1021.04;-118.344559;34.210977;1;-0.003;-0.0198236295453122;10
4073.01;-117.95457;34.044043;1;-0.0111;0.00598259546457402;4
2674.02;-118.464;34.0457;1;-0.0325;0.00478719943187725;5
5766.02;-118.176;33.7649;1;0.0198;0.00536633655335094;6
630.08;-117.883959;33.618388;1;0.008;0.0104567922182634;8
1100.07;-118.085375;33.784376;1;0.0354;0.00943430042518471;8
218.23;-117.789738;33.89064;1;0.0149;0.00815986013014451;1
524.21;-117.761488;33.720366;1;0.0188;0.011004219584297;3
997.03;-117.97653;33.733374;1;0.0247;0.00597728481816055;1
9200.41;-118.430333;34.422935;1;-0.0253;0.0111852299970852;3
1102.01;-118.015752;33.836003;1;0.0325;0.0191075717871938;9
2675.02;-118.463;34.0391;1;0.0266;0.011759885800159;4
5741;-118.119372;33.814273;1;0.1587;-0.00245607763776942;1
5752.01;-118.178523;33.786043;1;-0.0683;0.0100608295118952;2
5528;-118.087421;33.900821;1;0.0325;0.00340974195254937;4
4019.02;-117.716173;34.104614;1;0.0507;-0.0154827560944243;7
5521;-118.083913;33.907852;1;-0.0377;0.000199335429284954;10
53.05;-118.914868;34.239438;1;0.0159;0.0282014245187951;7
992.44;-117.972087;33.659557;1;-0.1098;0.00370070518210776;3
885.02;-117.91254;33.777285;1;0.1689;0.0158562273904841;10
5340.02;-118.136679;33.971184;1;0.0602;0.000405741226937508;7
4018;-117.702257;34.110995;1;-0.1256;0.000637915511017529;2
1101.13;-118.022233;33.808658;1;0.008;0.00632743011515406;9
1351.14;-118.610086;34.184213;1;-0.0523;0.0101961213389103;10
1106.05;-117.966192;33.888611;1;0.005;0.00640912090370888;3
1102.02;-118.01764;33.83165;1;0.0109;0.0144161579145706;10
4049.01;-117.98072;34.093994;1;0.0639;0.00249275869553468;10
9200.44;-118.512442;34.44221;1;0.1765;-0.00325868939356894;5
5712;-118.127806;33.835374;1;0.0257;0.0112346444236168;10
5750.02;-118.136581;33.784;1;0.0714;0.00276778987759145;10
639.05;-117.908214;33.658909;1;0.0325;0.00371545294673839;4
761.03;-117.901716;33.79227;1;0.0714;0.00398155830282273;4
524.24;-117.68;33.6421;1;0.003;0.000962827154137283;1
1100.07;-118.083987;33.783602;1;0.1089;0.0105826085437785;6
1341.04;-118.576735;34.212108;1;0.004;0.021072171953995;8
4625;-118.0901;34.164433;1;-0.0845;0.0114551169247406;8
1048.21;-118.414692;34.246315;1;-0.0161;0.00934189458727075;8
8003.25;-118.825232;34.142433;1;-0.0932;0.00991944238338045;9
423.25;-117.719217;33.515025;1;-0.003;0.00125569105814494;5
9010.04;-118.198436;34.677891;1;-0.0294;0.00258224579694203;10
1097;-118.474852;34.258444;1;-0.001;-0.00101299636627762;6
4621;-118.135729;34.164793;1;0.1115;0.0158825446475029;8
5034.01;-117.986548;33.941359;1;0.0218;0.00364494533228425;10
6700.01;-118.312209;33.800261;1;0.0139;0.0127257741999855;9
9107.09;-118.053639;34.533241;1;-0.102;0.00576399669842749;5
59.06;-118.847538;34.150097;1;-0.0377;0.0111303684573419;8
3008;-118.223569;34.17021;1;0.0139;0.00670008152871333;1
626.38;-117.73126;33.572479;1;-0.007;0.0100686523786917;7
633.02;-117.904581;33.634112;1;-0.0419;0.00269900797177576;6
112;-117.931;33.873;1;-0.102;0.00755403967111309;8
4628;-118.100035;34.156007;1;0.1906;-0.00288048334832129;2
4017.01;-117.742506;34.112399;1;-0.0377;0.000469367393758337;1
320.5;-117.589451;33.653837;1;0.045;0.00689737755914534;9
3009.02;-118.213335;34.150814;1;0.0497;-0.00409941453667865;8
1944.01;-118.362;34.0852;1;-0.0141;0.00538650518993381;9
7005.02;-118.377;34.0921;1;-0.008;0.0072183275078258;3
4303.01;-117.983669;34.158651;1;-0.0253;0.00431951697975924;3
9006.05;-118.083624;34.696375;1;-0.0315;-0.00712114917259232;4
864.05;-117.891556;33.842634;1;-0.0121;0.0146024364415139;8
4601;-118.099023;34.181848;1;0.0898;-0.00156103345840174;4
2183;-118.354;34.0417;1;0.0488;0.0108228844109543;8
1951;-118.274523;34.095526;1;-0.0921;0.000535684816299657;3
9008.03;-118.162994;34.712916;1;0.0344;0.00441532759565682;3
995.11;-118.105509;33.741311;1;0;0.0214590935482187;2
2186;-118.342445;34.038055;1;-0.0555;0.00902855113764478;2
9200.13;-118.521664;34.423151;1;0.0573;0.0170903722575312;3
6209.04;-118.40453;33.878472;1;-0.001;0.0113346355629707;9
